https://www.google.com/maps/place/Restaurant+Valmidi/data=!4m5!3m4!1s0x47f4eb6e7bb6aaab:0xe63260c6e9f9ccce!8m2!3d45.7766135!4d4.8044002,Restaurant Valmidi,"4,8",178,Cuisine française moderne,Cocktails et saveurs françaises finement revisitées aux accents d'ailleurs dans une salle au décor sobre.    ·  Repas sur place  ·  Commandes à emporter,"20 Rue de Bourgogne, 69009 Lyon, France","QRG3+JQ Lyon, France",restaurant-valmidi.fr,+33 6 20 70 49 98,Fermé ⋅ Ouvre à 12 h 00 mar. Fermé aujourd'hui,https://lh5.googleusercontent.com/p/AF1QipPE3OUk9iwtdBnFsf-8OOLQfDNI9QUhX0gjSMg=w408-h272-k-no,true,"https://www.google.com/maps/search/Restaurant/@45.7732165,4.8109861,15z/data=!3m1!4b1",2022-04-17T13:41:36.313Z,45.7765625,4.80443750000002,
https://www.google.com/maps/place/La+Cagette/data=!4m5!3m4!1s0x47f4eafd4d5e563b:0x8995573191143dea!8m2!3d45.7734417!4d4.8320153,La Cagette,"4,3",116,Restaurant,·  Repas sur place  ·  Commandes à emporter  ·  Livraison,"14 Rue des Pierres Plantées, 69001 Lyon, France","QRFJ+9R Lyon, France",,+33 9 82 28 66 65,Ouvert ⋅ Ferme à 17 h 00 Ouvert,https://lh5.googleusercontent.com/p/AF1QipOYn5Nl69tJU7JtmtY_cCkMYdj1kOvZBpo5CINf=w408-h612-k-no,true,"https://www.google.com/maps/search/Restaurant/@45.7732165,4.8109861,15z/data=!3m1!4b1",2022-04-17T13:41:39.964Z,45.773437500000014,4.832062500000021,
https://www.google.com/maps/place/Chez+L/data=!4m5!3m4!1s0x47f4eb9be0e2699f:0xd9d512a017e1afcd!8m2!3d45.768258!4d4.8043434,Chez L,"4,5",25,Restaurant,·  Repas sur place  ·  Commandes à emporter  ·  Livraison,"8 Rue Louis Loucheur, 69009 Lyon, France","QR93+8P Lyon, France",eatbu.com,+33 4 74 71 33 63,Fermé ⋅ Ouvre à 10 h 00 lun. Fermé aujourd'hui,https://lh5.googleusercontent.com/p/AF1QipNalQnZlvrss11iB0xb0uk2dZ43TjWIj2257NZT=w408-h408-k-no,true,"https://www.google.com/maps/search/Restaurant/@45.7732165,4.8109861,15z/data=!3m1!4b1",2022-04-17T13:41:43.825Z,45.76831250000002,4.804312499999995,
https://www.google.com/maps/place/Restaurant+Les+Tanneurs/data=!4m5!3m4!1s0x47f4eb7276c3aa89:0x1fdcd27ba23c2810!8m2!3d45.7743171!4d4.8062427,Restaurant Les Tanneurs,"4,5",152,Restaurant,·  Repas sur place  ·  Livraison,"17 Rue des Tanneurs, 69009 Lyon, France","QRF4+PF Lyon, France",restaurant-lestanneurs.fr,+33 4 27 11 12 07,Fermé ⋅ Ouvre à 09 h 00 lun. Fermé aujourd'hui,https://lh5.googleusercontent.com/p/AF1QipPanilOqPha6kim9hTEsFYKZbxcbW0y7ZCG0GxE=w408-h306-k-no,true,"https://www.google.com/maps/search/Restaurant/@45.7732165,4.8109861,15z/data=!3m1!4b1",2022-04-17T13:41:47.397Z,45.77431249999999,4.806187500000007,
https://www.google.com/maps/place/Restaurant+La+Bouteille/data=!4m5!3m4!1s0x47f4eb7beaa65c03:0xb5e1cfa4c8c5b7e0!8m2!3d45.7779356!4d4.8073883,Restaurant La Bouteille,"4,7",220,Restaurant,·  Repas sur place  ·  Livraison,"10 Rue de St Cyr, 69009 Lyon, France","QRH4+5X Lyon, France",restaurantlabouteille.com,+33 4 26 02 05 75,Fermé ⋅ Ouvre à 12 h 00 mar. Fermé aujourd'hui,https://lh5.googleusercontent.com/p/AF1QipNZQzFqILpbyHa4j0Zje-pb0YrFMGEKU6I8EKK5=w408-h342-k-no,true,"https://www.google.com/maps/search/Restaurant/@45.7732165,4.8109861,15z/data=!3m1!4b1",2022-04-17T13:41:52.210Z,45.77793749999999,4.807437500000006,
https://www.google.com/maps/place/Bistrot+Berthet/data=!4m5!3m4!1s0x47f4eb720fb317d3:0xd4d0dac48f72d339!8m2!3d45.7741855!4d4.8052683,Bistrot Berthet,"4,5",231,Restaurant français,Ce bistrot propose une fine cuisine moderne et dispose d'une terrasse intérieure couverte et chauffée l'hiver.    ·  Repas sur place  ·  Livraison,"10 Rue du Sergent Michel Berthet, 69009 Lyon, France","QRF4+M4 Lyon, France",bistrot-berthet.fr,+33 4 72 19 40 53,Fermé ⋅ Ouvre à 12 h 00 lun. Fermé aujourd'hui,https://lh5.googleusercontent.com/p/AF1QipOPH9pwn9yIxQphhkq6g1-ku0AvMPL6I4CaIWGE=w408-h240-k-no-pi-0-ya94.40736-ro-0-fo100,true,"https://www.google.com/maps/search/Restaurant/@45.7732165,4.8109861,15z/data=!3m1!4b1",2022-04-17T13:41:56.015Z,45.7741875,4.805312499999999,
https://www.google.com/maps/place/Le+Tiroir/data=!4m5!3m4!1s0x47f4eb727e33ffff:0x6f9e60eb646f9d62!8m2!3d45.7743849!4d4.8070842,Le Tiroir,"4,8",422,Restaurant,Carreaux nid d'abeille et banquettes anthracite dans un restaurant à la fine cuisine créative en formule.    ·  Repas sur place  ·  Commandes à emporter  ·  Livraison,"20 Gd Rue de Vaise, 69009 Lyon, France","QRF4+QR Lyon, France",restaurant-letiroir.fr,+33 4 78 64 75 96,Fermé ⋅ Ouvre à 12 h 00 lun. Fermé aujourd'hui,https://lh5.googleusercontent.com/p/AF1QipMMMXjo3ggiKpTh3chqGXkA3H4hOGImDh76_38k=w408-h271-k-no,true,"https://www.google.com/maps/search/Restaurant/@45.7732165,4.8109861,15z/data=!3m1!4b1",2022-04-17T13:41:59.490Z,45.77443750000002,4.807062500000015,
https://www.google.com/maps/place/Restaurant+Valmy/data=!4m5!3m4!1s0x47f4eb6d8b8893a1:0x49ccb92e8bc978f4!8m2!3d45.7748777!4d4.8061031,Restaurant Valmy,"4,1",129,Restaurant,·  Repas sur place  ·  Commandes à emporter  ·  Livraison,"3 Rue des Tanneurs, 69009 Lyon, France","QRF4+XC Lyon, France",,+33 4 74 70 94 32,Ouvert ⋅ Ferme à 00 h 00 Ouvert,https://lh5.googleusercontent.com/p/AF1QipOWtkn81BjnBC310xDtCy3a7tVHYVueHKvVyYcR=w408-h306-k-no,true,"https://www.google.com/maps/search/Restaurant/@45.7732165,4.8109861,15z/data=!3m1!4b1",2022-04-17T13:42:02.961Z,45.77493750000001,4.80606250000001,
https://www.google.com/maps/place/Restaurant+Albert/data=!4m5!3m4!1s0x47f4eb021950cc63:0x81dbb6ef2eca249a!8m2!3d45.7691085!4d4.8293019,Restaurant Albert,"4,7",288,Restaurant français,·  Repas sur place  ·  Commandes à emporter  ·  Livraison,"10 Pl. Fernand Rey, 69001 Lyon, France","QR9H+JP Lyon, France",eatbu.com,+33 4 78 27 95 56,Fermé ⋅ Ouvre à 12 h 00 mar. Fermé aujourd'hui,https://lh5.googleusercontent.com/p/AF1QipOvLs5b00HnTC41XHlwiFb86_sN9Js2hLFWLeA=w426-h240-k-no,true,"https://www.google.com/maps/search/Restaurant/@45.7732165,4.8109861,15z/data=!3m1!4b1",2022-04-17T13:42:07.780Z,45.769062500000004,4.8293125,
https://www.google.com/maps/place/FRITE+ALORS+!+TERREAUX+-+Poutines+qu%C3%A9b%C3%A9coises+-+Frites+belges+-+Burgers/data=!4m5!3m4!1s0x47f4eafe68d9014d:0xb976735ed6918aa7!8m2!3d45.7678858!4d4.8319422,FRITE ALORS ! TERREAUX - Poutines québécoises - Frites belges - Burgers,"3,9",2021,Restaurant,"Spécialités québécoises, dont frites aux sauces secrètes, burgers et poutines, dans un cadre moderne simple.    ·  Repas sur place  ·  Commandes à emporter  ·  Livraison","Restaurant Frite Alors! - Terreau, 20 Rue Terme, 69001 Lyon, France","QR9J+5Q Lyon, France",fritealors.fr,+33 4 78 58 61 73,,https://lh5.googleusercontent.com/p/AF1QipOVVC9XJhse8L0KisWx8ERQqZp-ewOY0w6FoFda=w426-h240-k-no,true,"https://www.google.com/maps/search/Restaurant/@45.7732165,4.8109861,15z/data=!3m1!4b1",2022-04-17T13:42:11.306Z,45.7679375,4.8319375000000235,
